# x_m,y_m,w_tr_right_m,w_tr_left_m
109.47291741945214,423.62989922365625,4.0,4.0
109.14804518259119,423.90505289712235,4.0,4.0
108.82329519652815,424.1802674681277,4.0,4.0
108.66093930481289,424.3178899763294,4.0,4.0
108.49858341285689,424.45554293268384,4.0,4.0
108.1738716285734,424.73075749867337,4.0,4.0
107.84920568741359,425.0060634057961,4.0,4.0
107.68689563868301,425.1438381496173,4.0,4.0
107.5246085116321,425.2815824433143,4.0,4.0
107.20004953861816,425.5571623744205,4.0,4.0
106.87549820550244,425.8327118574615,4.0,4.0
106.71322635913357,425.97048659720235,4.0,4.0
106.55098507498347,426.1082613381801,4.0,4.0
106.22655599073497,426.383810814521,4.0,4.0
105.902103983774,426.6593907370127,4.0,4.0
105.57769782003948,426.9349402102332,4.0,4.0
105.25335278115188,427.21055057550103,4.0,4.0
104.92903066417294,427.4864349702009,4.0,4.0
104.6047161874879,427.76231936448835,4.0,4.0
104.28044755385746,428.0382646495515,4.0,4.0
104.11833615919608,428.17622206865406,4.0,4.0
103.95622476464992,428.31417949033056,4.0,4.0
103.63201725732121,428.59006388530145,4.0,4.0
103.30785559447651,428.8660396261202,4.0,4.0
103.14577476353696,429.0039970528488,4.0,4.0
102.98367865143919,429.14201537345593,4.0,4.0
102.65953227187171,429.41796067755536,4.0,4.0
102.33540117440845,429.6940582226342,4.0,4.0
102.17336618926072,429.83213744524915,4.0,4.0
102.01133884534632,429.97021667297133,4.0,4.0
101.68730708119656,430.246375134117,4.0,4.0
101.36332880319208,430.522624946894,4.0,4.0
101.03939636996263,430.7988138686667,4.0,4.0
100.71549449975197,431.0749723460732,4.0,4.0
100.39165375522208,431.351161274201,4.0,4.0
100.06783593274173,431.62741109851845,4.0,4.0
99.74383473390401,431.90356957602773,4.0,4.0
99.4176788753032,432.1772313649811,4.0,4.0
99.08889463748307,432.4479397491489,4.0,4.0
98.75972836822757,432.71806963576785,4.0,4.0
98.42989736327586,432.9872556499769,4.0,4.0
98.09967668478379,433.2559545012791,4.0,4.0
97.76928791160174,433.5243793246615,4.0,4.0
97.60406678248549,433.65856128655616,4.0,4.0
97.43883037214562,433.79274324999267,4.0,4.0
97.10833462768471,434.0611376152716,4.0,4.0
96.77781595912613,434.32956242060925,4.0,4.0
96.61255662427627,434.46377481950606,4.0,4.0
96.44729728921727,434.59798721814775,4.0,4.0
96.11677861864965,434.8664729094637,4.0,4.0
95.78629051019425,435.1350499417481,4.0,4.0
95.6210617370758,435.2693232341293,4.0,4.0
95.45583296373793,435.40368786700293,4.0,4.0
95.12543654204308,435.67238668632194,4.0,4.0
94.79507068318073,435.9411159539611,4.0,4.0
94.46473538650898,436.20978432767924,4.0,4.0
94.13446885480467,436.47851359104425,4.0,4.0
93.80421760365485,436.74721240454824,4.0,4.0
93.47401983679129,437.0160634544823,4.0,4.0
93.14385263224057,437.2849754006453,4.0,4.0
92.81369306872948,437.5538873502364,4.0,4.0
92.48357170840114,437.8228601928635,4.0,4.0
92.1535267547428,438.09198527613427,4.0,4.0
91.82349708345764,438.36104946881665,4.0,4.0
91.49354381959155,438.6300832197421,4.0,4.0
91.16365932163758,438.899116971976,4.0,4.0
90.99878201805757,439.0336642967404,4.0,4.0
90.83386651123693,439.1682116213266,4.0,4.0
90.5040507792749,439.43724537674893,4.0,4.0
90.17425796983017,439.7063704783227,4.0,4.0
90.00938066624887,439.841009144629,4.0,4.0
89.84451864354423,439.975647811425,4.0,4.0
89.51478695763105,440.24495559149614,4.0,4.0
89.1850629136559,440.51432427422435,4.0,4.0
89.02023145456761,440.64902383998816,4.0,4.0
88.85539999564708,440.78366251165227,4.0,4.0
88.5267914861422,441.0540968643597,4.0,4.0
88.20224015615733,441.32842849595124,4.0,4.0
87.8811271131635,441.60708366838037,4.0,4.0
87.56080105502484,441.8870785272046,4.0,4.0
87.2415905284897,442.16853485780246,4.0,4.0
86.92302945556285,442.45081326462287,4.0,4.0
86.60482749224909,442.7335179385565,4.0,4.0
86.28677070059604,443.0164966353926,4.0,4.0
85.96881323725114,443.2995971239765,4.0,4.0
85.65091689886908,443.5827585068073,4.0,4.0
85.49197637038358,443.72443054196106,4.0,4.0
85.33304348225784,443.86610257579866,4.0,4.0
85.01523119069,444.1494466420262,4.0,4.0
84.69742654004307,444.43276026541014,4.0,4.0
84.53856241801202,444.57443230136505,4.0,4.0
84.37970593664734,444.71616523415474,4.0,4.0
84.06197005209745,444.99966154600094,4.0,4.0
83.74421888714033,445.2830665197738,4.0,4.0
83.58542353123585,445.42498213946436,4.0,4.0
83.4266358157453,445.56680641572814,4.0,4.0
83.10908330644786,445.8504245175158,4.0,4.0
82.79154607939161,446.133920838691,4.0,4.0
82.6327965682035,446.2757146736226,4.0,4.0
82.47412346273651,446.41756940102937,4.0,4.0
82.15678489085607,446.7013397429656,4.0,4.0
81.8394615987488,446.98514052284156,4.0,4.0
81.52213066518634,447.2689412997807,4.0,4.0
81.20486085598486,447.55274207547313,4.0,4.0
80.8876368901735,447.8366037419622,4.0,4.0
80.57044348650584,448.12055674987073,4.0,4.0
80.25331884865241,448.40457065369753,4.0,4.0
79.93624005391993,448.6885541066839,4.0,4.0
79.61919182123037,448.97253755845963,4.0,4.0
79.30216651009984,449.25655145496796,4.0,4.0
78.98520232422928,449.54068714413654,4.0,4.0
78.66826870104364,449.82488372908733,4.0,4.0
78.35135799961435,450.10901941879575,4.0,4.0
78.0345007833547,450.3933073507379,4.0,4.0
77.7177123333915,450.67759528700253,4.0,4.0
77.40096972774285,450.9619136737001,4.0,4.0
77.24261752648482,451.10407286679947,4.0,4.0
77.08426532523215,451.24620161377993,4.0,4.0
76.76762968815588,451.5305504485462,4.0,4.0
76.45105517552393,451.81499062070577,4.0,4.0
76.29278702070641,451.9572107065859,4.0,4.0
76.13453414697969,452.0993698973583,4.0,4.0
75.8180360394542,452.3839014062362,4.0,4.0
75.50154557052112,452.66849379952805,4.0,4.0
75.1850703815514,452.9531166319101,4.0,4.0
74.86858755109219,453.2377090128464,4.0,4.0
74.55215820481367,453.5224536297512,4.0,4.0
74.23572121821036,453.80725914364393,4.0,4.0
73.9193071537831,454.0921255541015,4.0,4.0
73.60289308937084,454.3769310710611,4.0,4.0
73.28656307357396,454.66194972956237,4.0,4.0
72.9702865438619,454.94690750531277,4.0,4.0
72.65407878073731,455.23183483952073,4.0,4.0
72.33695414136932,455.51587919908377,4.0,4.0
72.01841598426648,455.79840118846596,4.0,4.0
71.85914690586972,455.9396774071388,4.0,4.0
71.69979378052903,456.080740494185,4.0,4.0
71.38084302922331,456.36271443428217,4.0,4.0
71.0617165433293,456.6444143443658,4.0,4.0
70.90214183945402,456.7852643003715,4.0,4.0
70.74254421369687,456.9261142562568,4.0,4.0
70.42335660280668,457.2078141705463,4.0,4.0
70.10418427337093,457.4894836409628,4.0,4.0
69.94457900718251,457.63033360016186,4.0,4.0
69.7849890224584,457.771183560895,4.0,4.0
69.46580141241462,458.0530661689244,4.0,4.0
69.1466672869882,458.33500967274745,4.0,4.0
68.82757136613577,458.6168313981518,4.0,4.0
68.50856713422986,458.89868357943845,4.0,4.0
68.18961638713289,459.1805357656988,4.0,4.0
67.87071912464963,459.4625401911496,4.0,4.0
67.55182186257713,459.7445750677588,4.0,4.0
67.23293988208697,460.0266099480971,4.0,4.0
66.91312574361322,460.30770095772084,4.0,4.0
66.5919362909138,460.5873304912617,4.0,4.0
66.43133774468012,460.7270843686899,4.0,4.0
66.2706627922627,460.86668600913055,4.0,4.0
65.94908366885583,461.1455543752178,4.0,4.0
65.62734409240637,461.4243314029908,4.0,4.0
65.46646284332327,461.5637199158419,4.0,4.0
65.3055663129519,461.7030779841623,4.0,4.0
64.98379617328496,461.981763667741,4.0,4.0
64.66207187684907,462.2603884528794,4.0,4.0
64.5012288300085,462.39974651533043,4.0,4.0
64.34040106425319,462.5390436837555,4.0,4.0
64.01872642987341,462.81769890427677,4.0,4.0
63.69706707450953,463.09641500474333,4.0,4.0
63.536231665725694,463.23589484044044,4.0,4.0
63.375403897322926,463.37540512266355,4.0,4.0
63.05377128194407,463.6544256854823,4.0,4.0
62.73216540814883,463.93350713800055,4.0,4.0
62.410563354379256,464.21255814148265,4.0,4.0
62.088999503506045,464.49160914511356,4.0,4.0
61.76748149675963,464.77069060146306,4.0,4.0
61.44599023207955,465.04974160730455,4.0,4.0
61.12452570982413,465.32885351128834,4.0,4.0
60.80312613320311,465.6080567623141,4.0,4.0
60.48174947884465,465.88729046102947,4.0,4.0
60.160391925652604,466.1666155056023,4.0,4.0
59.83908785691927,466.44594054619165,4.0,4.0
59.51788311719034,466.7252960443795,4.0,4.0
59.196663095702114,467.0046515395438,4.0,4.0
59.03605690505285,467.1443445092411,4.0,4.0
58.87546217525789,467.2839765840897,4.0,4.0
58.55431855948014,467.56333207552257,4.0,4.0
58.23320932695033,467.8428093623395,4.0,4.0
58.07263369864037,467.9825327808598,4.0,4.0
57.91210009365912,468.1222866439173,4.0,4.0
57.591074906921634,468.40182481890287,4.0,4.0
57.27016815020406,468.6814543381263,4.0,4.0
57.10972623323292,468.82129954897255,4.0,4.0
56.94926903440847,468.9610838609294,4.0,4.0
56.6283508150697,469.24068292304634,4.0,4.0
56.30744787589084,469.52031242204964,4.0,4.0
56.14699067547415,469.6601271687011,4.0,4.0
55.98654493567546,469.7999419142618,4.0,4.0
55.66575278411965,470.07969319400013,4.0,4.0
55.34496063250936,470.3596271556049,4.0,4.0
55.02416083997117,470.639591567783,4.0,4.0
54.70336868701026,470.91949507186337,4.0,4.0
54.382668222399055,471.1994899286699,4.0,4.0
54.06200596162449,471.47945434469887,4.0,4.0
53.74138954484041,471.7594492075411,4.0,4.0
53.58109661774171,471.89947709043304,4.0,4.0
53.42082661259081,472.0395049717711,4.0,4.0
53.10032098518046,472.31965207685755,4.0,4.0
52.77983827963783,472.59989052721266,4.0,4.0
52.61961029787516,472.7400097504645,4.0,4.0
52.45937849555891,472.8800985263396,4.0,4.0
52.13896837521776,473.16036741567126,4.0,4.0
51.81857735626183,473.44060585889895,4.0,4.0
51.658395217868865,473.5807555278466,4.0,4.0
51.498228360775,473.7209051970905,4.0,4.0
51.17789846712634,474.0012654336775,4.0,4.0
50.857557112420125,474.281564776813,4.0,4.0
50.697409356977616,474.42180579144406,4.0,4.0
50.53726924205107,474.56201635736056,4.0,4.0
50.21706159873815,474.8424983888185,4.0,4.0
49.89690744071793,475.12307177243827,4.0,4.0
49.57675328219676,475.40364515101436,4.0,4.0
49.25662204516041,475.6841880814945,4.0,4.0
48.93653283133315,475.9647614552532,4.0,4.0
48.616493281579906,476.24536528018695,4.0,4.0
48.29645755234519,476.52612134265786,4.0,4.0
47.97643710438747,476.80696875153035,4.0,4.0
47.65644339854576,477.08787705506563,4.0,4.0
47.336514639069385,477.3688462633754,4.0,4.0
47.016650825644646,477.6497241369126,4.0,4.0
46.6968443173932,477.93063246671755,4.0,4.0
46.37709893412997,478.21154079471137,4.0,4.0
46.21723770342447,478.35202540662306,4.0,4.0
46.05740321470991,478.49254046362535,4.0,4.0
45.737768619941754,478.7734792370141,4.0,4.0
45.41815312623634,479.05460068926834,4.0,4.0
45.258356839832956,479.19517663324706,4.0,4.0
45.09855673287554,479.3357525762452,4.0,4.0
44.77896033853547,479.6169349041496,4.0,4.0
44.45936394336389,479.8981172230515,4.0,4.0
44.29958293703315,480.0386931575577,4.0,4.0
44.13980575097327,480.17929954036697,4.0,4.0
43.820278120676114,480.4605731950619,4.0,4.0
43.50080397447012,480.7418772924831,4.0,4.0
43.18043205274728,481.0221766208608,4.0,4.0
42.856415546010126,481.2983046381188,4.0,4.0
42.527088794779836,481.56849538292033,4.0,4.0
42.193555871717656,481.8338754220309,4.0,4.0
41.85874696202883,482.0971545847752,4.0,4.0
41.52256655757819,482.3586373448754,4.0,4.0
41.185645011043334,482.61908488751976,4.0,4.0
40.84838345603282,482.8790757176778,4.0,4.0
40.51097290861615,483.1390361006279,4.0,4.0
40.17351269704733,483.3989051411569,4.0,4.0
39.83604866498172,483.65880462843097,4.0,4.0
39.66733193027335,483.78878481946947,4.0,4.0
39.49859991417087,483.91870411513764,4.0,4.0
39.16119318638872,484.17851225526164,4.0,4.0
38.8238819662581,484.43828994372404,4.0,4.0
38.48663951174052,484.69812852514997,4.0,4.0
38.31801446386404,484.82801736516376,4.0,4.0
38.149385595401235,484.95802799185924,4.0,4.0
37.81216224074639,485.2181405773221,4.0,4.0
37.64356775454627,485.34824253838383,4.0,4.0
37.4749847291795,485.4782836021802,4.0,4.0
37.30640170368843,485.6083855591056,4.0,4.0
37.13781867817881,485.73845706718873,4.0,4.0
36.969254754210866,485.8685590225309,4.0,4.0
36.63209634343704,486.12861069334065,4.0,4.0
36.46357826296522,486.25868219804784,4.0,4.0
36.2950792842431,486.3888145962889,4.0,4.0
36.12658794625131,486.51894699742326,4.0,4.0
35.95809278785738,486.64910984734615,4.0,4.0
35.78960909050925,486.77927269604606,4.0,4.0
35.452584390784,487.0396592848077,4.0,4.0
35.28410833383233,487.16982212742886,4.0,4.0
35.115662839596325,487.3000763168561,4.0,4.0
34.94724026735865,487.4303000596416,4.0,4.0
34.77883297656519,487.56055425184763,4.0,4.0
34.61043332646092,487.6908084457557,4.0,4.0
34.273653128226314,487.95125593956163,4.0,4.0
34.105287861123415,488.0814796874053,4.0,4.0
33.93695315661417,488.2116729879724,4.0,4.0
33.768626092678005,488.3418967356518,4.0,4.0
33.60049004484584,488.47233361528504,4.0,4.0
33.43296524820835,488.6033794474998,4.0,4.0
33.09866443737862,488.86653677141345,4.0,4.0
32.93147582830657,488.9982219954277,4.0,4.0
32.764413289838224,489.1300290073596,4.0,4.0
32.597446259341034,489.2620187033556,4.0,4.0
32.43054799442646,489.3940997406539,4.0,4.0
32.26370321411173,489.52621122628796,4.0,4.0
31.930112981731064,489.7907386724621,4.0,4.0
31.76334269766309,489.92300239696647,4.0,4.0
31.596608706600907,490.0553270150249,4.0,4.0
31.429897637343085,490.187621184543,4.0,4.0
31.263203759618825,490.3199458010294,4.0,4.0
31.096515612331338,490.4523008641508,4.0,4.0
30.763179431022053,490.7170718858198,4.0,4.0
30.596508475193524,490.84942695116604,4.0,4.0
30.42985662079243,490.98181245786543,4.0,4.0
30.263214317146932,491.11419796398326,4.0,4.0
29.92992779931909,491.3790907633531,4.0,4.0
29.763289315778366,491.5115980548007,4.0,4.0
29.596650832264533,491.64410534793643,4.0,4.0
29.263398697060982,491.9090590325293,4.0,4.0
29.096809877401668,492.04156631922194,4.0,4.0
28.93024015925952,492.17410405274086,4.0,4.0
28.597142746300346,492.4391186178769,4.0,4.0
28.26409308721317,492.7041027311854,4.0,4.0
28.097571122814138,492.8366100107611,4.0,4.0
27.93103578687771,492.96917817578776,4.0,4.0
27.597972754800985,493.23443628054633,4.0,4.0
27.26585525113522,493.5006686910993,4.0,4.0
27.101096362806825,493.635033241784,4.0,4.0
26.937666945495494,493.7708897180083,4.0,4.0
26.612859621991696,494.0455560723775,4.0,4.0
26.28882782315538,494.3215316647447,4.0,4.0
25.96592492872677,494.59899918315966,4.0,4.0
25.64371733291702,494.8772278964524,4.0,4.0
25.482765392822092,495.0165553855295,4.0,4.0
25.321868847262525,495.1558828768058,4.0,4.0
25.000190366100817,495.43484232980245,4.0,4.0
24.67864750633023,495.71380178098406,4.0,4.0
24.517890402642628,495.8533424020376,4.0,4.0
24.357142849726717,495.9928221276408,4.0,4.0
24.035657295159247,496.2718729241074,4.0,4.0
23.714200393187866,496.55098461573255,4.0,4.0
23.392772143233195,496.8303094308419,4.0,4.0
23.07134198360535,497.109573355156,4.0,4.0
22.74996148856085,497.388898183135,4.0,4.0
22.428634478433203,497.66816212008575,4.0,4.0
22.107349492211043,497.94751740501044,4.0,4.0
21.786043494759696,498.2269335930092,4.0,4.0
21.464750868770356,498.5063497889853,4.0,4.0
21.14349835664669,498.7857659903341,4.0,4.0
20.982911259062252,498.92545887512495,4.0,4.0
20.82232034150391,499.0651517635708,4.0,4.0
20.50120536242712,499.34450710619683,4.0,4.0
20.18014768859092,499.62395379630675,4.0,4.0
20.01947463470652,499.7634944604391,4.0,4.0
19.85822662281994,499.90239572302727,4.0,4.0
19.534930242197817,500.17931527769986,4.0,4.0
19.21155554538504,500.4559608045743,4.0,4.0
19.04974594669249,500.59413133183807,4.0,4.0
18.887875222962563,500.73230185860155,4.0,4.0
18.563971411575555,501.0085211092181,4.0,4.0
18.239987373427198,501.2846794619776,4.0,4.0
18.077982938422217,501.42281953281247,4.0,4.0
17.91597850326703,501.5609291539005,4.0,4.0
17.591988734777363,501.83711795359943,4.0,4.0
17.268027618585048,502.1133676429456,4.0,4.0
16.944095154826293,502.3895564352147,4.0,4.0
16.620193253600476,502.66571477504544,4.0,4.0
16.296321914888512,502.941964454666,4.0,4.0
15.972436249719529,503.21815322694636,4.0,4.0
15.648559180215546,503.4944028904885,4.0,4.0
15.324708852930225,503.7708656814034,4.0,4.0
15.000898639074814,504.04741981377106,4.0,4.0
14.677138089350658,504.3238825951618,4.0,4.0
14.35344821545756,504.6003758190719,4.0,4.0
14.029810870935473,504.87677769547923,4.0,4.0
13.706194538042942,505.1532404580828,4.0,4.0
13.544374433001495,505.29147183134427,4.0,4.0
13.382554327893441,505.4297031997852,4.0,4.0
13.05891984807619,505.7062572724651,4.0,4.0
12.735265311621278,505.9829940249322,4.0,4.0
12.5734767242507,506.1214385190953,4.0,4.0
12.411671900578163,506.25991346416833,4.0,4.0
12.088091860800635,506.53677200414455,4.0,4.0
11.764550979436699,506.8136305445248,4.0,4.0
11.602791999877365,506.9520141463348,4.0,4.0
11.441083639681574,507.090458647976,4.0,4.0
11.117683155814102,507.367286755333,4.0,4.0
10.794307504112618,507.6441148614524,4.0,4.0
10.470960505111123,507.9209125186793,4.0,4.0
10.147648844220857,508.19777107210655,4.0,4.0
9.824334318274772,508.47469052293013,4.0,4.0
9.501053220408018,508.7515490795281,4.0,4.0
9.177807460645624,509.0284380850204,4.0,4.0
8.854629512013249,509.30550978705645,4.0,4.0
8.531469710071587,509.58252059633173,4.0,4.0
8.208347156361897,509.8597140907401,4.0,4.0
8.046814532016775,509.99828039299416,4.0,4.0
7.885275699647364,510.1368771397407,4.0,4.0
7.562203288096532,510.41400974296744,4.0,4.0
7.23913183179752,510.6912336922693,4.0,4.0
7.077601595467112,510.82979999830536,4.0,4.0
6.916081387470984,510.9684576452588,4.0,4.0
6.593035241133794,511.24565114696736,4.0,4.0
6.270035416561633,511.522905558963,4.0,4.0
6.108558664905666,511.6615632156333,4.0,4.0
5.947094329488345,511.8001599798854,4.0,4.0
5.62421054751327,512.0776579846448,4.0,4.0
5.301374997099083,512.3550950934973,4.0,4.0
5.139982292808802,512.4938136451501,4.0,4.0
4.978608212549908,512.6324713011345,4.0,4.0
4.655893479936871,512.909847505209,4.0,4.0
4.333215040383909,513.1872237005377,4.0,4.0
4.010479773567148,513.4646607683271,4.0,4.0
3.687729464317382,513.7420978204532,4.0,4.0
3.364960053671952,514.0199002313926,4.0,4.0
3.0421801372759134,514.2975808504733,4.0,4.0
2.7194587197504454,514.575383259419,4.0,4.0
2.396749479755158,514.8532465633427,4.0,4.0
2.0740519396527013,515.1309880861256,4.0,4.0
1.7514351040195155,515.4089731958209,4.0,4.0
1.4289156867278994,515.6870801068103,4.0,4.0
1.1064318463856928,515.9651261285599,4.0,4.0
0.7839641231752434,516.2431721554358,4.0,4.0
0.6227569441915772,516.3821951700293,4.0,4.0
0.4615561523471676,516.5212790801038,4.0,4.0
0.1391794604710075,516.7993860080328,4.0,4.0
-0.18316417646199312,517.077432042251,4.0,4.0
-0.3443228998757366,517.2164550634857,4.0,4.0
-0.5054600891522352,517.3555389776068,4.0,4.0
-0.8276936379767896,517.6335850209823,4.0,4.0
-1.149894654263523,517.9116310648751,4.0,4.0
-1.310979582589658,518.0507758778065,4.0,4.0
-1.4720571090261405,518.1899206891671,4.0,4.0
-1.7941780177419133,518.4682103102577,4.0,4.0
-2.1162067610584288,518.7464999215607,4.0,4.0
-2.438187511361914,519.0247286369283,4.0,4.0
-2.7601398479541235,519.3030791327986,4.0,4.0
-3.0821253731966802,519.5813687127859,4.0,4.0
-3.4040922741444852,519.8597191744344,4.0,4.0
-3.72604580373161,520.1381914180913,4.0,4.0
-4.048000526915713,520.4167245566775,4.0,4.0
-4.370036192970062,520.6954403927888,4.0,4.0
-4.6921258209345265,520.9743389265444,4.0,4.0
-5.014220224191618,521.2533592585921,4.0,4.0
-5.336196675314515,521.5321969454807,4.0,4.0
-5.6580365504383145,521.8109737820885,4.0,4.0
-5.818912554446404,521.950362211297,4.0,4.0
-5.979768979258127,522.0897506461574,4.0,4.0
-6.301411153330271,522.3684666323416,4.0,4.0
-6.622930599550374,522.6470608252157,4.0,4.0
-6.783642329877191,522.7863883685579,4.0,4.0
-6.944337823796808,522.9257159090569,4.0,4.0
-7.2656882206863305,523.2044927779777,4.0,4.0
-7.587063926895546,523.4833305158577,4.0,4.0
-7.7477742240503815,523.622779817383,4.0,4.0
-7.908508398097858,523.7622900071384,4.0,4.0
-8.229992982262555,524.0412494756947,4.0,4.0
-8.551480431174506,524.3202698248817,4.0,4.0
-8.872931586886796,524.5994119554241,4.0,4.0
-9.194367460870595,524.878554077825,4.0,4.0
-9.515752715407913,525.157817982008,4.0,4.0
-9.837079709887115,525.4370818827352,4.0,4.0
-10.15840765898483,525.7163457759177,4.0,4.0
-10.479737517746813,525.9956705469481,4.0,4.0
-10.801053049994662,526.2749953111237,4.0,4.0
-11.122333243849887,526.5542591729602,4.0,4.0
-11.443613437584515,526.833644828356,4.0,4.0
-11.764906047232325,527.1132131743586,4.0,4.0
-12.086178600003068,527.3928424162642,4.0,4.0
-12.24682968002521,527.5325961422203,4.0,4.0
-12.407452107814523,527.6723498730131,4.0,4.0
-12.728615781714879,527.9519791470047,4.0,4.0
-13.04968681330826,528.2316693312503,4.0,4.0
-13.210172664950331,528.3715448750049,4.0,4.0
-13.370649920866931,528.5113595255892,4.0,4.0
-13.69161398344811,528.7909888322735,4.0,4.0
-14.012550348944607,529.0706790391398,4.0,4.0
-14.173007548155978,529.2104936964901,4.0,4.0
-14.333448511062917,529.3503692491345,4.0,4.0
-14.654329481523039,529.6301203514367,4.0,4.0
-14.975187530161081,529.9097496699051,4.0,4.0
-15.295989229102235,530.1893789958438,4.0,4.0
-15.616740308802582,530.4691910088551,4.0,4.0
-15.937443634344634,530.7489421256804,4.0,4.0
-16.25807246348724,531.0288150298131,4.0,4.0
-16.578656403566168,531.3087488212122,4.0,4.0
-16.89921360119203,531.588560819285,4.0,4.0
-17.21979371990026,531.8684336923968,4.0,4.0
-17.541296444851444,532.1473931271294,4.0,4.0
-17.702792769310012,532.2861725487642,4.0,4.0
-17.864206956733874,532.4249519698257,4.0,4.0
-18.18718623386068,532.702328118202,4.0,4.0
-18.51048641718883,532.9792170966596,4.0,4.0
-18.67220431927892,533.1175093444559,4.0,4.0
-18.833947053413574,533.2556798019766,4.0,4.0
-19.157447802306123,533.5322033923364,4.0,4.0
-19.481051698739,533.8087269602706,4.0,4.0
-19.642893759930097,533.9469582881859,4.0,4.0
-19.80473964126194,534.085250507722,4.0,4.0
-20.128423762712707,534.3617131511846,4.0,4.0
-20.45210979376096,534.6382975758319,4.0,4.0
-20.613927021931204,534.7767115763547,4.0,4.0
-20.775751890766827,534.9151255757484,4.0,4.0
-21.099353873896483,535.1920144692178,4.0,4.0
-21.42291383325164,535.4688424653343,4.0,4.0
-21.584673756210123,535.6072564656178,4.0,4.0
-21.746406936869214,535.7456704680623,4.0,4.0
-22.069871387657905,536.0224984641513,4.0,4.0
-22.393305275393175,536.2993264583641,4.0,4.0
-22.716725791592914,536.5761544490043,4.0,4.0
-23.04009282320505,536.8530433405895,4.0,4.0
-23.363482776548537,537.1299931281073,4.0,4.0
-23.686824975634345,537.406821126949,4.0,4.0
-24.01011369023979,537.6837709233553,4.0,4.0
-24.333301166841743,537.960720735615,4.0,4.0
-24.656471451830775,538.2376705495853,4.0,4.0
-24.97961690445374,538.5147421546747,4.0,4.0
-25.141176259636648,538.6533388508201,4.0,4.0
-25.302741345045817,538.7918746518371,4.0,4.0
-25.625776007752776,539.0689462536801,4.0,4.0
-25.9487781974138,539.3460787493526,4.0,4.0
-26.110268786327495,539.4846754439654,4.0,4.0
-26.271751734374085,539.6232112456502,4.0,4.0
-26.59474437236676,539.9003437329208,4.0,4.0
-26.91767970510763,540.1774762150258,4.0,4.0
-27.07914355099938,540.3160729041939,4.0,4.0
-27.24059975612967,540.4547304869207,4.0,4.0
-27.563483513844407,540.732045653963,4.0,4.0
-27.886355810233834,541.009482610254,4.0,4.0
-28.047792913378892,541.148201086841,4.0,4.0
-28.209214735109235,541.2869195630808,4.0,4.0
-28.53203354627104,541.5644174091905,4.0,4.0
-28.85479314224975,541.8418543620562,4.0,4.0
-29.17756610874234,542.1192913103478,4.0,4.0
-29.500337164499506,542.3967282515001,4.0,4.0
-29.823091028288456,542.6741651898575,4.0,4.0
-30.145841071268215,542.9517239156372,4.0,4.0
-30.4685299887227,543.2294653225135,4.0,4.0
-30.79118643302592,543.5072067269468,4.0,4.0
-31.113829505828974,543.7850090272043,4.0,4.0
-31.436455386858455,544.0626895338007,4.0,4.0
-31.597747315290306,544.2015906823015,4.0,4.0
-31.75903351325053,544.3404309339219,4.0,4.0
-32.0815906274925,544.6182332262791,4.0,4.0
-32.40410953825232,544.8960355182132,4.0,4.0
-32.565353712192845,545.034936663701,4.0,4.0
-32.72660552666116,545.1738378087741,4.0,4.0
-33.04909005370407,545.4516400977719,4.0,4.0
-33.37155165869465,545.7296250745758,4.0,4.0
-33.532769089862306,545.8686480091212,4.0,4.0
-33.693982700544,546.0076709417459,4.0,4.0
-34.01640228124841,546.2857777061274,4.0,4.0
-34.338791299270525,546.5638844746092,4.0,4.0
-34.661126832608595,546.8419912436958,4.0,4.0
-34.98340124013161,547.1199762170834,4.0,4.0
-35.30556103735215,547.3979002888956,4.0,4.0
-35.627674990239285,547.6759461463138,4.0,4.0
-35.94981568400102,547.9539919913041,4.0,4.0
-36.271944914698295,548.2323422838233,4.0,4.0
-36.59405886306787,548.5106316677002,4.0,4.0
-36.91614988857432,548.7890428380193,4.0,4.0
-37.23822181222942,549.0675149012174,4.0,4.0
-37.56030519612275,549.3459260679908,4.0,4.0
-37.882319813574625,549.62427633222,4.0,4.0
-38.04330802036409,549.7634819121704,4.0,4.0
-38.2042733052599,549.9026265956913,4.0,4.0
-38.526146570597845,550.1809768712207,4.0,4.0
-38.848058037346604,550.4593271246408,4.0,4.0
-39.00900421944678,550.5984717983184,4.0,4.0
-39.16995422168369,550.7377382614393,4.0,4.0
-39.4918389440253,551.0162711824269,4.0,4.0
-39.81369310311482,551.2948649912493,4.0,4.0
-39.97461254180659,551.434253238492,4.0,4.0
-40.135520519365016,551.573580589846,4.0,4.0
-40.45731737261627,551.8522961891211,4.0,4.0
-40.77911804553043,552.131011786272,4.0,4.0
-41.100861413354245,552.4096664859458,4.0,4.0
-41.42257039804897,552.688382087215,4.0,4.0
-41.74424881991874,552.9670976890919,4.0,4.0
-42.06592342117242,553.2458132926463,4.0,4.0
-42.38756745993787,553.5245897988519,4.0,4.0
-42.70921913932174,553.8034880988903,4.0,4.0
-43.031776233854416,554.0814120842356,4.0,4.0
-43.35790532615694,554.3550734291332,4.0,4.0
-43.522610699213494,554.4900772573865,4.0,4.0
-43.68764844001372,554.6248375088774,4.0,4.0
-44.01814033661593,554.8932619142034,4.0,4.0
-44.34964843795327,555.1604075287567,4.0,4.0
-44.68177161020262,555.4267006167806,4.0,4.0
-45.01418512633301,555.6926892334383,4.0,4.0
-45.34672471284759,555.9585560605232,4.0,4.0
