# x_m,y_m,w_tr_right_m,w_tr_left_m
380.2064064366686,745.1951424399948,4.0,4.0
380.33785612739024,744.6567707351765,4.0,4.0
380.4691835688516,744.1181554523932,4.0,4.0
380.60044988576607,743.5794792768525,4.0,4.0
380.73214407864936,743.0411684681803,4.0,4.0
380.86808646281975,742.5040146587836,4.0,4.0
381.0098357316611,741.9680178528671,4.0,4.0
381.08147443102723,741.7002021370315,4.0,4.0
381.15378550368507,741.4328126797681,4.0,4.0
381.2999663425346,740.8981555610662,4.0,4.0
381.44749193806996,740.3641074005147,4.0,4.0
381.5215145182754,740.0971442170237,4.0,4.0
381.5955982237161,739.8302419265631,4.0,4.0
381.74404069409434,739.2966200258952,4.0,4.0
381.8925137230031,738.7629981183946,4.0,4.0
381.96681135939184,738.4962176031295,4.0,4.0
382.0410478674644,738.2293152950465,4.0,4.0
382.18958199520375,737.6956933325355,4.0,4.0
382.33808554999723,737.1619495626337,4.0,4.0
382.4863446016546,736.6280231012657,4.0,4.0
382.6348175803254,736.0942793042512,4.0,4.0
382.78316830815976,735.5607181885713,4.0,4.0
382.9313967842418,735.0270961767308,4.0,4.0
383.07983917137955,734.4934741128283,4.0,4.0
383.2281287299159,733.9596693307558,4.0,4.0
383.3764182868666,733.4258645482757,4.0,4.0
383.5245550354041,732.8917552988381,4.0,4.0
383.67263068019656,732.3576460898782,4.0,4.0
383.82067579448074,731.8237196276386,4.0,4.0
383.96856812405247,731.2897932179121,4.0,4.0
384.04246845181564,731.022951817483,4.0,4.0
384.1163076580032,730.7560495258392,4.0,4.0
384.2639860793109,730.2223058571914,4.0,4.0
384.4116033850622,729.6884404150021,4.0,4.0
384.48544260245944,729.421599040569,4.0,4.0
384.5592512592287,729.1546358786105,4.0,4.0
384.7066240803545,728.6208313616445,4.0,4.0
384.8539052236251,728.0870268619408,4.0,4.0
385.00118636869985,727.5533441562061,4.0,4.0
385.1484369506347,727.0196614465071,4.0,4.0
385.2955652772574,726.4857351472447,4.0,4.0
385.44260190181654,725.951626135585,4.0,4.0
385.58954682975894,725.4172735266993,4.0,4.0
385.7365223139156,724.8829209051798,4.0,4.0
385.88511760430276,724.349238109937,4.0,4.0
386.0366163286995,723.8164078280961,4.0,4.0
386.1889096698981,723.2837602136233,4.0,4.0
386.34230324769715,722.7512952537832,4.0,4.0
386.4962774994991,722.2187693717465,4.0,4.0
386.65061849396017,721.6865479495896,4.0,4.0
386.80517342457756,721.1544483144869,4.0,4.0
386.959667232937,720.6220442087338,4.0,4.0
387.0369294211351,720.355872607335,4.0,4.0
387.11409992512176,720.0897010148345,4.0,4.0
387.2684103819256,719.5572360572811,4.0,4.0
387.42256804209654,719.0246493397439,4.0,4.0
387.4996468750182,718.7584777761871,4.0,4.0
387.5767562716993,718.4922453200074,4.0,4.0
387.73085281924364,717.959841310598,4.0,4.0
387.88470487143405,717.4273764142677,4.0,4.0
387.9616614567764,717.1610221703688,4.0,4.0
388.03864860467075,716.8947897150932,4.0,4.0
388.19247009360737,716.3622030282852,4.0,4.0
388.3460776532671,715.8296772503768,4.0,4.0
388.4228814330438,715.5634448091957,4.0,4.0
388.49965465049377,715.2972123668212,4.0,4.0
388.6532622129147,714.7648692771553,4.0,4.0
388.8067475220957,714.2323434979161,4.0,4.0
388.96014113275294,713.6998176960616,4.0,4.0
389.11341249720846,713.1672919032612,4.0,4.0
389.266653302237,712.6347661144226,4.0,4.0
389.41980241821074,712.1023012185295,4.0,4.0
389.5728598432325,711.5699581040499,4.0,4.0
389.6492357389436,711.303725645598,4.0,4.0
389.7257033183589,711.037493177578,4.0,4.0
389.8785773409316,710.5051500150496,4.0,4.0
390.0314513503301,709.9726850354373,4.0,4.0
390.10788835217846,709.7063916470412,4.0,4.0
390.1843253531057,709.4401591499349,4.0,4.0
390.33698541536484,708.9075723646021,4.0,4.0
390.489614914613,708.375046472637,4.0,4.0
390.565899104071,708.1086921885983,4.0,4.0
390.64224442040546,707.8423988036731,4.0,4.0
390.79484337016515,707.3099338297451,4.0,4.0
390.947289512098,706.7772861785206,4.0,4.0
391.0234208955231,706.5110536958988,4.0,4.0
391.0995522789417,706.2448821077323,4.0,4.0
391.2518150478831,705.7124171446387,4.0,4.0
391.40404725489594,705.1799521848225,4.0,4.0
391.5563100150351,704.6475481004645,4.0,4.0
391.70820601986696,704.1150222178027,4.0,4.0
391.8601937099665,703.5821918568038,4.0,4.0
392.0121813966539,703.0494223839082,4.0,4.0
392.16407739891065,702.5166529163137,4.0,4.0
392.3160039614945,701.9838225490539,4.0,4.0
392.4676248904659,701.4507485883902,4.0,4.0
392.61924581767823,700.9174919375232,4.0,4.0
392.6950715618246,700.6509549537884,4.0,4.0
392.7709278676089,700.3843570731319,4.0,4.0
392.92251823060667,699.8512222109991,4.0,4.0
393.0741391638594,699.3180873608128,4.0,4.0
393.1498426604245,699.0516112763737,4.0,4.0
393.22548503058744,698.7850133991138,4.0,4.0
393.37689201681314,698.2519394283711,4.0,4.0
393.5282684358533,697.7188654480053,4.0,4.0
393.60394136473633,697.4522675637202,4.0,4.0
393.67952260701674,697.1857305761341,4.0,4.0
393.8306545259222,696.6524739114163,4.0,4.0
393.9817558824001,696.1192172465767,4.0,4.0
394.05727600446943,695.8526193728101,4.0,4.0
394.1327961301858,695.5860215055566,4.0,4.0
394.2838058275695,695.0528257852466,4.0,4.0
394.43454047045753,694.5195691851825,4.0,4.0
394.585305682014,693.9864343851126,4.0,4.0
394.7360097746573,693.4532387004602,4.0,4.0
394.88671387322563,692.9201039225311,4.0,4.0
395.0372651633614,692.3869082546519,4.0,4.0
395.18763308316744,691.8537734902345,4.0,4.0
395.3380621268936,691.3206996185556,4.0,4.0
395.4883994817286,690.7875648504955,4.0,4.0
395.63873683987447,690.2545518762703,4.0,4.0
395.7889213710155,689.7215388760571,4.0,4.0
395.93901420250177,689.1884649594559,4.0,4.0
396.08907646541684,688.6552692436594,4.0,4.0
396.16416872187034,688.3886713842367,4.0,4.0
396.23923041613523,688.1220735285511,4.0,4.0
396.3892926822915,687.5887560266757,4.0,4.0
396.539171581941,687.0555603297187,4.0,4.0
396.6140499128927,686.7889624906973,4.0,4.0
396.688958809661,686.5223646596897,4.0,4.0
396.83877660803915,685.9889863205296,4.0,4.0
396.9884415963706,685.4555470874004,4.0,4.0
397.0631671217874,685.1888883672825,4.0,4.0
397.137892646917,684.9221078559128,4.0,4.0
397.2874048150237,684.3884859252398,4.0,4.0
397.43691697081834,683.8548030789863,4.0,4.0
397.5862457417255,683.3211202141606,4.0,4.0
397.73542169350446,682.7873155490461,4.0,4.0
397.8845670764287,682.2536326624415,4.0,4.0
398.0337430163119,681.720010662245,4.0,4.0
398.1828272632363,681.1863277567745,4.0,4.0
398.3317586855967,680.6526448308779,4.0,4.0
398.4805678496673,680.1189618899925,4.0,4.0
398.6293770114892,679.5850962608225,4.0,4.0
398.70379687229274,679.3181938909958,4.0,4.0
398.7782472949093,679.0512915204037,4.0,4.0
398.92705645489895,678.5175476778422,4.0,4.0
399.0757433698517,677.9838038427973,4.0,4.0
399.1500409815818,677.7169623706147,4.0,4.0
399.2243385931156,677.4500600015532,4.0,4.0
399.37281156497085,676.9163161573606,4.0,4.0
399.52131509935913,676.3824505230983,4.0,4.0
399.59558214827234,676.1156090514206,4.0,4.0
399.66951300981424,675.8485239994725,4.0,4.0
399.81407398618694,675.3139885391723,4.0,4.0
399.95738190345367,674.7787223500859,4.0,4.0
400.02856214528515,674.5109674697867,4.0,4.0
400.0994062005865,674.2432734864288,4.0,4.0
400.24036081665105,673.7076419529003,4.0,4.0
400.38082643739915,673.1718886380083,4.0,4.0
400.52104756310524,672.6356481731468,4.0,4.0
400.6609325143024,672.0993468347044,4.0,4.0
400.8008785993704,671.5630455098355,4.0,4.0
400.9406107521796,671.026744195548,4.0,4.0
401.0802512197056,670.4905646740931,4.0,4.0
401.21983056294687,669.9543851539772,4.0,4.0
401.3593793429786,669.4181447364358,4.0,4.0
401.4987753069901,668.8819043139674,4.0,4.0
401.63807958013734,668.3456638849602,4.0,4.0
401.7774449754611,667.8094843467447,4.0,4.0
401.91668811715385,667.2733048019049,4.0,4.0
402.0555339429967,666.7370034614298,4.0,4.0
402.1908039487896,666.2001540649676,4.0,4.0
402.32479031807037,665.6623912261769,4.0,4.0
402.3912945002356,665.3934184631742,4.0,4.0
402.45743193074696,665.1243848014049,4.0,4.0
402.5890955367792,664.5864392643826,4.0,4.0
402.7202090116794,664.0483719269052,4.0,4.0
402.85098629502056,663.5102436888317,4.0,4.0
402.98161075587734,662.9715673780577,4.0,4.0
403.11211295725246,662.4328910547349,4.0,4.0
403.24243178008595,661.8940929366295,4.0,4.0
403.3726589164781,661.3553557120332,4.0,4.0
403.5028860581476,660.8164358123324,4.0,4.0
403.63317432730696,660.2776377068967,4.0,4.0
403.763248675053,659.7387178387121,4.0,4.0
403.8932619114982,659.1999197832017,4.0,4.0
404.0232140285236,658.661182629663,4.0,4.0
404.1530744618457,658.1224454817826,4.0,4.0
404.28107058069713,657.5836474412502,4.0,4.0
404.40613269389183,657.0444231355555,4.0,4.0
404.5301556760569,656.5047116624374,4.0,4.0
404.5916475993493,656.2348254716717,4.0,4.0
404.6528950201556,655.9648174856777,4.0,4.0
404.77496198153403,655.4243143493461,4.0,4.0
404.8965705023265,654.8836894193078,4.0,4.0
404.9572983560074,654.613376953588,4.0,4.0
405.01796508437775,654.3430035934834,4.0,4.0
405.1392985432809,653.8023177685305,4.0,4.0
405.2603263826139,653.2616928491818,4.0,4.0
405.32084030367895,652.9913803910254,4.0,4.0
405.3813542255074,652.7210679344,4.0,4.0
405.5024431967748,652.180443024821,4.0,4.0
405.62328767248584,651.6398181245181,4.0,4.0
405.7440099019362,651.099071436659,4.0,4.0
405.8647321386782,650.5583856584027,4.0,4.0
405.98545438677377,650.0176998956795,4.0,4.0
406.10608495469654,649.4770750406026,4.0,4.0
406.2265015856059,648.9365719760729,4.0,4.0
406.3469182173021,648.3959471233159,4.0,4.0
406.46730428495215,647.8552613723336,4.0,4.0
406.5877209043131,647.3144538122781,4.0,4.0
406.7078930201808,646.7737071442964,4.0,4.0
406.82797344501586,646.2328995755361,4.0,4.0
406.94805386564383,645.6920311022092,4.0,4.0
407.06810372169167,645.1512235204752,4.0,4.0
407.188092444577,644.6102941390744,4.0,4.0
407.3078366602453,644.0693647439754,4.0,4.0
407.3677087670687,643.7989304924165,4.0,4.0
407.42758087340644,643.5284353457483,4.0,4.0
407.54735564850813,642.9875059438192,4.0,4.0
407.66706929941716,642.4465765463691,4.0,4.0
407.7268497188944,642.1760813991648,4.0,4.0
407.7865384512174,641.9055862535422,4.0,4.0
407.9060076075592,641.3645959686382,4.0,4.0
408.02544620666106,640.8236665855108,4.0,4.0
408.0851349450695,640.5531714482552,4.0,4.0
408.14488480895545,640.2827372087856,4.0,4.0
408.2640789129184,639.7418078322053,4.0,4.0
408.3814392685537,639.2005130975201,4.0,4.0
408.495804495694,638.6587312008173,4.0,4.0
408.6091305981493,638.1165230451157,4.0,4.0
408.72117307807855,637.5740713160219,4.0,4.0
408.8324514973826,637.0313760109427,4.0,4.0
408.9433631691009,636.4885589196828,4.0,4.0
409.0540303426842,635.9457418341945,4.0,4.0
409.16454470728775,635.4029247525457,4.0,4.0
409.2749368266301,634.8601076790393,4.0,4.0
409.33010232503597,634.5886991430216,4.0,4.0
409.38523726037187,634.3172906080902,4.0,4.0
409.49538487853647,633.7745953208291,4.0,4.0
409.6055630545796,633.2318391313457,4.0,4.0
409.66054517068034,632.9604305858284,4.0,4.0
409.71555784469376,632.6890220298263,4.0,4.0
409.8255526172836,632.1462049019341,4.0,4.0
409.93551681271805,631.6033268560343,4.0,4.0
409.9904989071551,631.3317964854855,4.0,4.0
410.0454504378146,631.0602661137993,4.0,4.0
410.15523124616897,630.5171444677134,4.0,4.0
410.2650120526734,629.9740228212199,4.0,4.0
410.3198413322819,629.7024924458319,4.0,4.0
410.3746400499193,629.4309011772093,4.0,4.0
410.4842374866039,628.8877795377978,4.0,4.0
410.59371267443873,628.3446579002034,4.0,4.0
410.7031573029372,627.8015362667126,4.0,4.0
410.81251024705927,627.2583537428791,4.0,4.0
410.9217715072201,626.7151712251194,4.0,4.0
411.03103277650115,626.1720496165966,4.0,4.0
411.14014123965893,625.6288671221369,4.0,4.0
411.2492497067456,625.0857455277304,4.0,4.0
411.35820536134656,624.5426848289353,4.0,4.0
411.4671610154594,623.9996241284725,4.0,4.0
411.52153187343976,623.7280937790072,4.0,4.0
411.57596385403315,623.456624319424,4.0,4.0
411.6847055596945,622.9135027075415,4.0,4.0
411.7933861357506,622.3703810879708,4.0,4.0
411.8477264225078,622.0988507234223,4.0,4.0
411.90200558313165,621.8271985693711,4.0,4.0
412.0105027775899,621.2840160458682,4.0,4.0
412.11903053356764,620.7408335185833,4.0,4.0
412.22734434718757,620.1975900919525,4.0,4.0
412.3338549697784,619.6541639793243,4.0,4.0
412.4327860854294,619.1098853437136,4.0,4.0
412.52328193935506,618.5641452340669,4.0,4.0
412.6097740999652,618.0171872258481,4.0,4.0
412.6924765126155,617.4695593877074,4.0,4.0
412.7729478662332,616.9215661903819,4.0,4.0
412.85216615951833,616.3733294191522,4.0,4.0
412.93071207858145,615.8250317548103,4.0,4.0
413.00907462231226,615.2766731953325,4.0,4.0
413.08719266340245,614.728314631966,4.0,4.0
413.16521901411664,614.1798951687399,4.0,4.0
413.24312310869107,613.6312930133433,4.0,4.0
413.3210883251142,613.0827517465864,4.0,4.0
413.3599945269058,612.8084811127906,4.0,4.0
413.3988701655593,612.5341495842898,4.0,4.0
413.4765908789402,611.9855474181752,4.0,4.0
413.5542199085814,611.4370670473817,4.0,4.0
413.5929732995289,611.1627355204381,4.0,4.0
413.63175725188773,610.8885257849665,4.0,4.0
413.7092945917322,610.3399845139327,4.0,4.0
413.7866179910296,609.7914432403145,4.0,4.0
413.8639719497341,609.2429019628422,4.0,4.0
413.94123421862747,608.6943606801697,4.0,4.0
414.01837423175266,608.145819390443,4.0,4.0
414.0956059277762,607.5972780929692,4.0,4.0
414.17271536997526,607.0487367895415,4.0,4.0
414.2497636873759,606.500134591666,4.0,4.0
414.32672032238065,605.9514715066013,4.0,4.0
414.4036464019343,605.4026866398008,4.0,4.0
414.4803585570362,604.8540235837133,4.0,4.0
414.55694848120544,604.3054214517852,4.0,4.0
414.63353841780054,603.7568193373295,4.0,4.0
414.71180930062025,603.2084608086465,4.0,4.0
414.79304475454995,602.6604676570524,4.0,4.0
414.8751970877746,602.1126571926202,4.0,4.0
414.916701130594,601.8388737503153,4.0,4.0
414.9583885489911,601.5650903104652,4.0,4.0
415.04222182439463,601.0175843231651,4.0,4.0
415.1262995982158,600.4701392249239,4.0,4.0
415.16832320335436,600.1965384661659,4.0,4.0
415.2104384957251,599.922937706628,4.0,4.0
415.29476076727025,599.3754317101709,4.0,4.0
415.3788690931228,598.8279865968639,4.0,4.0
415.42086212989005,598.554203145341,4.0,4.0
415.46288572905047,598.2805414806345,4.0,4.0
415.5469329266095,597.7330354681076,4.0,4.0
415.6309495613532,597.1855294527995,4.0,4.0
415.7150273209553,596.6379625458158,4.0,4.0
415.79870776622437,596.0902738446365,4.0,4.0
415.88244933807397,595.5426460378136,4.0,4.0
415.96616034811296,594.9950182361688,4.0,4.0
416.04999361352435,594.4472686472141,4.0,4.0
416.1335212499832,593.899701740334,4.0,4.0
416.2170488862946,593.3521348322482,4.0,4.0
416.3004237196372,592.8046897280733,4.0,4.0
416.34198887761676,592.5309062682713,4.0,4.0
416.3835845947549,592.2570619077849,4.0,4.0
416.46659264622014,591.7094340737208,4.0,4.0
416.5494478774433,591.1616844393844,4.0,4.0
416.59089077190094,590.8877791690836,4.0,4.0
416.6322725402726,590.6139347939242,4.0,4.0
416.7150971988614,590.0661242491391,4.0,4.0
416.79786072754285,589.5183745899955,4.0,4.0
416.83930361505884,589.2445302056381,4.0,4.0
416.88065481389157,588.9706249257647,4.0,4.0
416.96323495636284,588.422936146171,4.0,4.0
417.04575397023837,587.8751864685862,4.0,4.0
417.08704403967266,587.6013420751779,4.0,4.0
417.12790623363543,587.3274367879011,4.0,4.0
417.20914160592156,586.7795044049018,4.0,4.0
417.2901630432238,586.2315720224269,4.0,4.0
417.3707871707168,585.6835178577041,4.0,4.0
417.4510445440553,585.1355854771361,4.0,4.0
417.531363042333,584.587592199416,4.0,4.0
417.6113759079911,584.0395380189358,4.0,4.0
417.6914193220639,583.491362026759,4.0,4.0
417.77140161116506,582.943246929295,4.0,4.0
417.85141446581457,582.3951318402069,4.0,4.0
417.93121338631863,581.8469558555907,4.0,4.0
417.9710670034434,581.5728069722161,4.0,4.0
418.0109511833746,581.2987189804184,4.0,4.0
418.0906584305168,580.7504821249552,4.0,4.0
418.17024343223636,580.202245273159,4.0,4.0
418.2099748085744,579.9280964006672,4.0,4.0
418.2497367478865,579.6540084256457,4.0,4.0
418.3290772535878,579.1057106845221,4.0,4.0
418.4075008892279,578.5573520591236,4.0,4.0
418.4465904583992,578.2831422989642,4.0,4.0
418.48555777806706,578.0088716469722,4.0,4.0
418.5631868028447,577.4603303563558,4.0,4.0
418.6405102170345,576.9117890877245,4.0,4.0
418.67911080294016,576.6375184577153,4.0,4.0
418.71765026368655,576.3632478291289,4.0,4.0
418.7946986191962,575.8148283545883,4.0,4.0
418.87150246786877,575.2665306604982,4.0,4.0
418.94821461079096,574.7182938357905,4.0,4.0
419.02489616242036,574.1698742866886,4.0,4.0
419.10145543430764,573.6214546961027,4.0,4.0
419.1779841264238,573.0729132959792,4.0,4.0
419.25274018160786,572.5241282994944,4.0,4.0
419.3197027836561,571.9750997219353,4.0,4.0
419.3782606880126,571.4249750406276,4.0,4.0
419.4328148904531,570.8739978181117,4.0,4.0
419.48357933124316,570.322472535388,4.0,4.0
419.53202101586555,569.77058188079,4.0,4.0
419.57927076283386,569.2185694383927,4.0,4.0
419.6026205747173,568.942532770757,4.0,4.0
419.62590926310617,568.6664352110231,4.0,4.0
419.6721504564161,568.114361887911,4.0,4.0
419.7183916660714,567.5622276919065,4.0,4.0
419.7413747441875,567.286191049348,4.0,4.0
419.764418948549,567.0102153012106,4.0,4.0
419.8104156732444,566.458263810467,4.0,4.0
419.856229026711,565.9063123262105,4.0,4.0
419.9020118138728,565.3543608354144,4.0,4.0
419.94761122060277,564.8023484436148,4.0,4.0
419.9932717531016,564.2503969477871,4.0,4.0
420.03884059721304,563.6983845551447,4.0,4.0
420.08422606219233,563.1464939479276,4.0,4.0
420.12951983583145,562.5945424406817,4.0,4.0
420.174905288856,562.0427127122653,4.0,4.0
420.2201073517728,561.4907611723456,4.0,4.0
420.2652482801781,560.9388096233517,4.0,4.0
420.31026695092646,560.3867971660836,4.0,4.0
420.35525505034724,559.8349064887146,4.0,4.0
420.40021258397354,559.2830767018443,4.0,4.0
420.4450784162685,558.7311860008817,4.0,4.0
420.48985254635517,558.1792343884456,4.0,4.0
420.51219376424314,557.9032585763139,4.0,4.0
420.5345349806142,557.6272218676094,4.0,4.0
420.57918684351387,557.0753311267945,4.0,4.0
420.62377757295803,556.5234403746347,4.0,4.0
420.6459965306617,556.2474645500198,4.0,4.0
420.66827661063206,555.971549616428,4.0,4.0
420.7126228164613,555.4195979390215,4.0,4.0
420.7569384440619,554.8676462408557,4.0,4.0
420.80122350360284,554.3156336416149,4.0,4.0
420.8455085664371,553.7634383633099,4.0,4.0
420.88967138469883,553.2111821954927,4.0,4.0
420.9336814107518,552.6590478474104,4.0,4.0
420.97769146346343,552.1069135323713,4.0,4.0
421.02170153426215,551.5548401357574,4.0,4.0
421.06739255523536,551.0028276503315,4.0,4.0
421.1160175888423,550.4510587523678,4.0,4.0
421.1655900694036,549.8993507608602,4.0,4.0
421.2162322450267,549.3478254620651,4.0,4.0
421.26757736669856,548.7964219624046,4.0,4.0
421.29334161624325,548.5206897671642,4.0,4.0
421.31910586584587,548.2450793599206,4.0,4.0
421.37081774062705,547.6937367580763,4.0,4.0
421.4225907402302,547.1424550529521,4.0,4.0
421.4484161116656,546.8667228532045,4.0,4.0
421.4741497933584,546.5911124405854,4.0,4.0
421.5256782781441,546.0397089238418,4.0,4.0
421.5771761967067,545.4883662993919,4.0,4.0
421.60294043566233,545.2126340916014,4.0,4.0
421.6286741103091,544.936901879829,4.0,4.0
421.6801414553062,544.3853765569189,4.0,4.0
421.7313337322,543.8338512264306,4.0,4.0
421.75691458489837,543.5580581075179,4.0,4.0
421.78255655860374,543.2822040890934,4.0,4.0
421.8337182468223,542.7306178300971,4.0,4.0
421.8848493661974,542.1789097750384,4.0,4.0
421.9359499210553,541.6271408213113,4.0,4.0
421.98683653687215,541.0753718660303,4.0,4.0
422.0376620329006,540.5236638134525,4.0,4.0
422.0885486607484,539.9719557711808,4.0,4.0
422.13937416581314,539.4202477294964,4.0,4.0
422.18998573644035,538.8685396948957,4.0,4.0
422.24059731272604,538.3167707715929,4.0,4.0
422.2911783296679,537.7649409573402,4.0,4.0
422.3416371081637,537.2131720540758,4.0,4.0
422.39197364788686,536.6615249538401,4.0,4.0
422.4422185032925,536.1098169650618,4.0,4.0
422.46746317978335,535.8339629678882,4.0,4.0
422.49246335357566,535.5582307574904,4.0,4.0
422.54246369366507,535.0067663289603,4.0,4.0
422.59246402136654,534.4554236750713,4.0,4.0
422.617494736207,534.1796914386609,4.0,4.0
422.6424948787077,533.9039591900503,4.0,4.0
422.6922200777357,533.3524337676497,4.0,4.0
422.7418841299408,532.800786528021,4.0,4.0
422.7666397434413,532.5249933475984,4.0,4.0
422.79145647977424,532.2492001654778,4.0,4.0
422.841059386146,531.6975529007566,4.0,4.0
422.8906928475665,531.145783837994,4.0,4.0
422.9402957427758,530.5940147709458,4.0,4.0
422.9896847072975,530.0423066084554,4.0,4.0
423.03895142596946,529.4905984527617,4.0,4.0
423.0882487108472,528.9388903008368,4.0,4.0
423.1375459989858,528.3871821524906,4.0,4.0
423.18672103574636,527.8354740061582,4.0,4.0
423.23574326278253,527.2837658609468,4.0,4.0
423.2847654932926,526.732057723232,4.0,4.0
423.3092460472259,526.4562036558808,4.0,4.0
423.3337266015951,526.180349588443,4.0,4.0
423.3827182746975,525.6286414572382,4.0,4.0
423.43152657465265,525.0769333286487,4.0,4.0
423.4558543191573,524.8010792651287,4.0,4.0
423.4802126266319,524.5251643066844,4.0,4.0
423.5288986819527,523.973456186889,4.0,4.0
423.5776153032644,523.4218089670153,4.0,4.0
423.60197361850146,523.1458331241588,4.0,4.0
423.62620968664334,522.8699181808703,4.0,4.0
423.67462070450114,522.317966514041,4.0,4.0
423.7230622999201,521.7660148652202,4.0,4.0
423.74729839452124,521.490099956832,4.0,4.0
423.77153449502566,521.2141850532628,4.0,4.0
423.8198538971921,520.662416159691,4.0,4.0
423.8680510588382,520.1107690682222,4.0,4.0
423.9161870942922,519.559182873744,4.0,4.0
423.9641397476078,519.0078402453846,4.0,4.0
424.0121840713291,518.4563758091183,4.0,4.0
424.0599838608763,517.904728646347,4.0,4.0
424.1078141836706,517.3528987632803,4.0,4.0
424.15552223893377,516.8008861755164,4.0,4.0
424.2030469018615,516.2489953567741,4.0,4.0
424.25054098921,515.6971654158767,4.0,4.0
424.27437972178194,515.4213113421503,4.0,4.0
424.29803507169044,515.1453963654528,4.0,4.0
424.3452234986006,514.5935663835785,4.0,4.0
424.39232021696125,514.041614588779,4.0,4.0
424.41579216374123,513.7656386834698,4.0,4.0
424.4393557952782,513.4897236696534,4.0,4.0
424.48648305352657,512.9377718485521,4.0,4.0
424.5335186187227,512.3857591243903,4.0,4.0
424.5570211156159,512.109722311518,4.0,4.0
424.58061530080926,511.83368549929014,4.0,4.0
424.6275897353859,511.2816727706614,4.0,4.0
424.6743807978842,510.7296600478387,4.0,4.0
424.69776104830606,510.45365368748054,4.0,4.0
424.72120242414815,510.1776473272581,4.0,4.0
424.76802405159464,509.62566505617724,4.0,4.0
424.81475399341605,509.0736827871675,4.0,4.0
424.861422807613,508.52167006890954,4.0,4.0
424.9079082457003,507.9696877981941,4.0,4.0
424.9545464918371,507.4177359697043,4.0,4.0
425.00094022937753,506.8659363713738,4.0,4.0
425.04727283364525,506.31413676145746,4.0,4.0
425.09357485324716,505.7623675750959,4.0,4.0
425.13978515843536,505.2104765671593,4.0,4.0
425.18599544875184,504.65849420119343,4.0,4.0
425.2321140588932,504.10623781613833,4.0,4.0
425.2782021204005,503.55370742276943,4.0,4.0
425.32407627263325,503.00117706287415,4.0,4.0
425.3469675295938,502.7250793746906,4.0,4.0
425.36991992806725,502.4489208105882,4.0,4.0
425.4157636366864,501.896695068938,4.0,4.0
425.4615462465286,501.3447433869341,4.0,4.0
425.4843458667208,501.0687979950834,4.0,4.0
425.50711492551665,500.79294394736235,4.0,4.0
425.5526530445059,500.2412663047613,4.0,4.0
425.5981911306375,499.68952772609555,4.0,4.0
425.6209601609065,499.4135823038781,4.0,4.0
425.6436374973969,499.13763687574334,4.0,4.0
425.6889921566388,498.5856851073352,4.0,4.0
425.7343162390142,498.03376377053894,4.0,4.0
425.77964030929377,497.48187286631537,4.0,4.0
425.82481155744966,496.9299819522553,4.0,4.0
425.86992166776764,496.3780910234648,4.0,4.0
425.91487894991366,495.8261087362778,4.0,4.0
425.9597750983491,495.2740350964326,4.0,4.0
426.0046406844414,494.72180922215466,4.0,4.0
426.0496285250177,494.16946156188294,4.0,4.0
426.09434131360445,493.61705302098244,4.0,4.0
426.1166824350328,493.34089443175105,4.0,4.0
426.13911525081596,493.0647358501743,4.0,4.0
426.1837363971582,492.5124796017701,4.0,4.0
426.22838811490374,491.9601929153713,4.0,4.0
426.2506681299181,491.68415613975276,4.0,4.0
426.27288701931803,491.4081193612102,4.0,4.0
426.31729423428226,490.85607625369664,4.0,4.0
426.3616097374531,490.3039722230369,4.0,4.0
426.3837674793645,490.02781363239217,4.0,4.0
426.4058335289017,489.75168548216243,4.0,4.0
426.4499044926281,489.19945961992545,4.0,4.0
426.49391432368634,488.64714240756564,4.0,4.0
426.5378935888429,488.0947642949957,4.0,4.0
426.58181172920644,487.5423557374723,4.0,4.0
426.62566875070866,486.99003853120337,4.0,4.0
426.66946465362247,486.4376908845496,4.0,4.0
426.71323000026854,485.8854041417325,4.0,4.0
426.7568731022966,485.33299561571715,4.0,4.0
426.8003022664508,484.7806784325853,4.0,4.0
426.84382312728405,484.22851349771463,4.0,4.0
426.8871606127628,483.6762267740122,4.0,4.0
426.9303758374172,483.1240009350545,4.0,4.0
426.973346550616,482.5717750837009,4.0,4.0
427.0165923225164,482.0195796737672,4.0,4.0
427.0597464057645,481.46723202896925,4.0,4.0
427.1027476629049,480.9147930265136,4.0,4.0
427.12429413952157,480.638573529629,4.0,4.0
427.14584062075465,480.3623844880826,4.0,4.0
427.1889335927293,479.80997596468126,4.0,4.0
427.2319960061228,479.25771968512686,4.0,4.0
427.25342024366006,478.981652439992,4.0,4.0
427.27478335543583,478.70552429706856,4.0,4.0
427.3176012600804,478.15345069542514,4.0,4.0
427.3602968948101,477.6012857289239,4.0,4.0
427.3816294226341,477.32518801338495,4.0,4.0
427.4029008211661,477.0490598453978,4.0,4.0
427.445443610271,476.49677305388866,4.0,4.0
427.4878641429089,475.9444253598788,4.0,4.0
427.509135532831,475.6682667375594,4.0,4.0
427.53031523440825,475.3920776655345,4.0,4.0
427.57264407907087,474.8397299734788,4.0,4.0
427.61494236470895,474.287412735564,4.0,4.0
427.6360303828238,474.0112541172176,4.0,4.0
427.65705727610697,473.73509549908687,4.0,4.0
427.69911106028366,473.1828087087318,4.0,4.0
427.7412259685464,472.63058281328074,4.0,4.0
427.76225286089135,472.3544546416308,4.0,4.0
427.78321862613655,472.07829602341064,4.0,4.0
427.82511958620825,471.5259178810256,4.0,4.0
